,fighter1,fighter2,fighter1_kd,fighter2_kd,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,weight_class,method,round,time,event,winner
5050,Khabib Nurmagomedov,Gleison Tibau,0,0,25,28,0,1,0,0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Khabib Nurmagomedov
5051,Constantinos Philippou,Riki Fukuda,0,0,42,44,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Constantinos Philippou
5052,Shane Roller,John Alessio,0,0,31,35,3,0,0,0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Shane Roller
5053,Rafaello Oliveira,Yoislandy Izquierdo,0,0,29,27,4,0,5,0,Lightweight,U-DEC,3,5:00,UFC 148: Silva vs Sonnen 2,Rafaello Oliveira
5054,Rich Franklin,Wanderlei Silva,0,1,122,58,1,0,0,0,Catch Weight,U-DEC,5,5:00,UFC 147: Silva vs Franklin 2,Rich Franklin
5055,Cezar Ferreira,Sergio Moraes,2,0,42,38,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 147: Silva vs Franklin 2,Cezar Ferreira
5056,Rony Jason,Godofredo Pepey,0,0,36,32,0,0,0,1,Featherweight,U-DEC,3,5:00,UFC 147: Silva vs Franklin 2,Rony Jason
5057,Fabricio Werdum,Mike Russow,1,0,31,3,0,0,0,0,Heavyweight,KO/TKO  Punch,1,2:28,UFC 147: Silva vs Franklin 2,Fabricio Werdum
5058,Hacran Dias,Iuri Alcantara,0,0,19,19,5,0,0,1,Featherweight,U-DEC,3,5:00,UFC 147: Silva vs Franklin 2,Hacran Dias
5059,Rodrigo Damm,Anistavio Medeiros,0,0,11,8,0,0,1,0,Featherweight,SUB  Rear Naked Choke,1,2:12,UFC 147: Silva vs Franklin 2,Rodrigo Damm
5060,Francisco Trinaldo,Delson Heleno,0,0,21,3,0,0,0,0,Middleweight,KO/TKO  Punches,1,4:21,UFC 147: Silva vs Franklin 2,Francisco Trinaldo
5061,Hugo Viana,John Teixeira,0,0,65,52,0,1,0,0,Featherweight,S-DEC,3,5:00,UFC 147: Silva vs Franklin 2,Hugo Viana
5062,Thiago Perpetuo,Leonardo Mafra,1,0,68,33,1,0,0,1,Middleweight,KO/TKO  Punch,3,0:41,UFC 147: Silva vs Franklin 2,Thiago Perpetuo
5063,Marcos Vinicius,Wagner Campos,0,0,28,17,0,2,0,0,Featherweight,KO/TKO  Punches,3,1:04,UFC 147: Silva vs Franklin 2,Marcos Vinicius
5064,Felipe Arantes,Milton Vieira,0,0,38,30,2,1,0,0,Featherweight,S-DEC,3,5:00,UFC 147: Silva vs Franklin 2,draw
5065,Gray Maynard,Clay Guida,0,0,49,45,1,0,1,0,Lightweight,S-DEC,5,5:00,UFC on FX: Maynard vs Guida,Gray Maynard
5066,Sam Stout,Spencer Fisher,0,0,64,65,4,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida,Sam Stout
5067,Brian Ebersole,TJ Waldburger,0,1,39,18,2,1,0,4,Welterweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida,Brian Ebersole
5068,Cub Swanson,Ross Pearson,1,0,45,38,0,3,0,0,Featherweight,KO/TKO  Punch,2,4:14,UFC on FX: Maynard vs Guida,Cub Swanson
5069,Ricardo Lamas,Hatsu Hioki,0,0,36,17,0,4,4,0,Featherweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida,Ricardo Lamas
5070,Ramsey Nijem,CJ Keith,0,0,5,5,1,0,0,0,Lightweight,KO/TKO  Punch,1,2:29,UFC on FX: Maynard vs Guida,Ramsey Nijem
5071,Rick Story,Brock Jardine,0,0,51,18,5,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FX: Maynard vs Guida,Rick Story
5072,Steven Siler,Joey Gambino,0,0,12,5,1,0,1,0,Featherweight,SUB  Guillotine Choke,1,2:47,UFC on FX: Maynard vs Guida,Steven Siler
5073,Chris Camozzi,Nick Catone,0,0,34,14,0,2,0,0,Middleweight,KO/TKO,3,1:51,UFC on FX: Maynard vs Guida,Chris Camozzi
5074,Matt Brown,Luis Ramos,0,0,52,20,0,1,0,0,Welterweight,KO/TKO  Knees,2,4:20,UFC on FX: Maynard vs Guida,Matt Brown
5075,Dan Miller,Ricardo Funch,1,0,57,72,0,2,3,0,Welterweight,SUB  Guillotine Choke,3,3:12,UFC on FX: Maynard vs Guida,Dan Miller
5076,Ken Stone,Dustin Pague,0,0,63,41,0,0,0,0,Bantamweight,S-DEC,3,5:00,UFC on FX: Maynard vs Guida,Ken Stone
5077,Demetrious Johnson,Ian McCall,1,0,90,57,2,1,0,0,Flyweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall,Demetrious Johnson
5078,Erick Silva,Charlie Brenneman,0,0,10,3,0,1,2,0,Welterweight,SUB  Rear Naked Choke,1,4:33,UFC on FX: Johnson vs McCall,Erick Silva
5079,Mike Pyle,Josh Neer,1,0,18,19,1,0,0,0,Welterweight,KO/TKO  Punch,1,4:56,UFC on FX: Johnson vs McCall,Mike Pyle
5080,Eddie Wineland,Scott Jorgensen,1,0,61,48,1,0,0,0,Bantamweight,KO/TKO  Punch,2,4:10,UFC on FX: Johnson vs McCall,Eddie Wineland
5081,Mike Pierce,Carlos Eduardo Rocha,0,0,32,17,3,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall,Mike Pierce
5082,Seth Baczynski,Lance Benoist,0,0,25,35,1,3,0,0,Welterweight,S-DEC,3,5:00,UFC on FX: Johnson vs McCall,Seth Baczynski
5083,Matt Grice,Leonard Garcia,0,0,61,2,4,0,1,0,Featherweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall,Matt Grice
5084,Dustin Pague,Jared Papazian,0,0,6,7,1,0,1,0,Bantamweight,SUB  Rear Naked Choke,1,3:21,UFC on FX: Johnson vs McCall,Dustin Pague
5085,Tim Means,Justin Salas,2,0,26,5,0,0,0,0,Lightweight,KO/TKO  Punches,1,1:06,UFC on FX: Johnson vs McCall,Tim Means
5086,Buddy Roberts,Caio Magalhaes,0,0,35,22,0,2,0,0,Middleweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall,Buddy Roberts
5087,Henry Martinez,Bernardo Magalhaes,0,0,18,26,0,0,0,1,Lightweight,S-DEC,3,5:00,UFC on FX: Johnson vs McCall,Henry Martinez
5088,Sean Pierson,Jake Hecht,0,0,41,37,1,3,1,0,Welterweight,U-DEC,3,5:00,UFC on FX: Johnson vs McCall,Sean Pierson
5089,Martin Kampmann,Jake Ellenberger,1,1,13,19,0,0,0,0,Welterweight,KO/TKO  Knee,2,1:40,The Ultimate Fighter: Live Finale,Martin Kampmann
5090,Michael Chiesa,Al Iaquinta,0,0,9,8,1,0,1,0,Lightweight,SUB  Rear Naked Choke,1,2:47,The Ultimate Fighter: Live Finale,Michael Chiesa
5091,Charles Oliveira,Jonathan Brookins,0,0,42,27,1,1,1,1,Featherweight,SUB  Anaconda Choke,2,2:42,The Ultimate Fighter: Live Finale,Charles Oliveira
5092,Max Holloway,Pat Schilling,1,0,118,27,0,0,0,0,Featherweight,U-DEC,3,5:00,The Ultimate Fighter: Live Finale,Max Holloway
5093,Justin Lawrence,John Cofer,1,0,54,36,1,2,0,0,Lightweight,KO/TKO  Kick,3,0:19,The Ultimate Fighter: Live Finale,Justin Lawrence
5094,Daron Cruickshank,Chris Tickle,0,0,17,16,4,1,0,2,Lightweight,U-DEC,3,5:00,The Ultimate Fighter: Live Finale,Daron Cruickshank
5095,Myles Jury,Chris Saunders,0,0,12,6,0,1,1,0,Lightweight,SUB  Guillotine Choke,1,4:03,The Ultimate Fighter: Live Finale,Myles Jury
5096,Sam Sicilia,Cristiano Marcello,0,0,33,39,0,0,0,0,Lightweight,KO/TKO  Knee,2,2:53,The Ultimate Fighter: Live Finale,Sam Sicilia
5097,Joe Proctor,Jeremy Larsen,1,0,10,13,0,0,0,0,Lightweight,KO/TKO  Knee,1,1:59,The Ultimate Fighter: Live Finale,Joe Proctor
5098,Erik Perez,John Albert,0,0,18,6,0,0,1,2,Bantamweight,SUB  Armbar,1,4:18,The Ultimate Fighter: Live Finale,Erik Perez
5099,Junior Dos Santos,Frank Mir,1,0,59,17,0,0,0,0,Heavyweight,KO/TKO  Punch,2,3:04,UFC 146: Dos Santos vs Mir,Junior Dos Santos
5100,Cain Velasquez,Antonio Silva,0,0,28,1,1,0,0,0,Heavyweight,KO/TKO  Punches,1,3:36,UFC 146: Dos Santos vs Mir,Cain Velasquez
5101,Roy Nelson,Dave Herman,1,0,2,3,0,0,0,0,Heavyweight,KO/TKO  Punch,1,0:51,UFC 146: Dos Santos vs Mir,Roy Nelson
5102,Stipe Miocic,Shane del Rosario,0,0,32,32,2,0,0,0,Heavyweight,KO/TKO  Elbows,2,3:14,UFC 146: Dos Santos vs Mir,Stipe Miocic
5103,Stefan Struve,Lavar Johnson,0,0,0,4,0,0,1,0,Heavyweight,SUB  Armbar,1,1:05,UFC 146: Dos Santos vs Mir,Stefan Struve
5104,Darren Elkins,Diego Brandao,0,0,36,23,1,0,1,0,Featherweight,U-DEC,3,5:00,UFC 146: Dos Santos vs Mir,Darren Elkins
5105,Jamie Varner,Edson Barboza,1,0,20,11,2,0,0,0,Lightweight,KO/TKO  Punches,1,3:23,UFC 146: Dos Santos vs Mir,Jamie Varner
5106,CB Dollaway,Jason Miller,0,0,29,14,4,0,1,2,Middleweight,U-DEC,3,5:00,UFC 146: Dos Santos vs Mir,CB Dollaway
5107,Dan Hardy,Duane Ludwig,1,0,18,17,0,0,0,0,Welterweight,KO/TKO  Punch,1,3:51,UFC 146: Dos Santos vs Mir,Dan Hardy
5108,Paul Sass,Jacob Volkmann,0,0,1,2,0,0,2,0,Lightweight,SUB  Triangle Armbar,1,1:54,UFC 146: Dos Santos vs Mir,Paul Sass
5109,Glover Teixeira,Kyle Kingsbury,0,0,15,5,0,0,1,0,Light Heavyweight,SUB  Arm Triangle,1,1:53,UFC 146: Dos Santos vs Mir,Glover Teixeira
5110,Mike Brown,Daniel Pineda,0,0,38,28,2,1,0,0,Featherweight,U-DEC,3,5:00,UFC 146: Dos Santos vs Mir,Mike Brown
5111,Chan Sung Jung,Dustin Poirier,0,0,74,56,4,0,3,0,Featherweight,SUB  D'Arce Choke,4,1:07,UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung
5112,Amir Sadollah,Jorge Lopez,0,0,36,32,1,4,1,0,Welterweight,S-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Amir Sadollah
5113,Donald Cerrone,Jeremy Stephens,0,0,87,46,1,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Donald Cerrone
5114,Yves Jabouin,Jeff Hougland,1,0,50,18,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Yves Jabouin
5115,Igor Pokrajac,Fabio Maldonado,0,0,36,98,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac
5116,Tom Lawlor,Jason MacDonald,1,0,5,1,0,0,0,0,Middleweight,KO/TKO  Punch,1,0:50,UFC on FUEL TV: Korean Zombie vs Poirier,Tom Lawlor
5117,Brad Tavares,Dongi Yang,0,0,39,32,2,1,0,0,Middleweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Brad Tavares
5118,Cody McKenzie,Marcus LeVesseur,0,0,1,7,0,2,2,1,Lightweight,SUB  Guillotine Choke,1,3:05,UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie
5119,TJ Grant,Carlo Prater,0,0,68,27,3,0,1,1,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,TJ Grant
5120,Rafael Dos Anjos,Kamal Shalorus,1,0,5,2,0,0,1,0,Lightweight,SUB  Rear Naked Choke,1,1:40,UFC on FUEL TV: Korean Zombie vs Poirier,Rafael Dos Anjos
5121,Johnny Eduardo,Jeff Curran,0,0,51,31,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Johnny Eduardo
5122,Francisco Rivera,Alex Soto,1,0,68,41,0,3,0,0,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Korean Zombie vs Poirier,Francisco Rivera
5123,Nate Diaz,Jim Miller,0,0,46,25,0,1,2,0,Lightweight,SUB  Guillotine Choke,2,4:09,UFC on FOX: Diaz vs Miller,Nate Diaz
5124,Johny Hendricks,Josh Koscheck,0,0,55,33,2,1,0,0,Welterweight,S-DEC,3,5:00,UFC on FOX: Diaz vs Miller,Johny Hendricks
5125,Alan Belcher,Rousimar Palhares,0,0,20,0,0,1,1,1,Middleweight,KO/TKO  Punches,1,4:18,UFC on FOX: Diaz vs Miller,Alan Belcher
5126,Lavar Johnson,Pat Barry,1,0,39,15,0,0,0,1,Heavyweight,KO/TKO  Punches,1,4:38,UFC on FOX: Diaz vs Miller,Lavar Johnson
5127,Michael Johnson,Tony Ferguson,1,0,67,45,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller,Michael Johnson
5128,John Dodson,Tim Elliott,0,0,80,79,2,0,0,0,Flyweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller,John Dodson
5129,John Hathaway,Pascal Krauss,1,0,68,33,2,1,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller,John Hathaway
5130,Louis Gaudinot,John Lineker,0,0,65,96,2,0,1,0,Flyweight,SUB  Guillotine Choke,2,4:54,UFC on FOX: Diaz vs Miller,Louis Gaudinot
5131,Danny Castillo,John Cholish,0,0,52,29,1,1,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller,Danny Castillo
5132,Dennis Bermudez,Pablo Garza,0,0,45,27,8,0,1,0,Featherweight,U-DEC,3,5:00,UFC on FOX: Diaz vs Miller,Dennis Bermudez
5133,Roland Delorme,Nick Denis,0,0,26,24,1,1,2,0,Bantamweight,SUB  Rear Naked Choke,1,4:59,UFC on FOX: Diaz vs Miller,Roland Delorme
5134,Karlos Vemola,Mike Massenzio,0,0,16,11,2,1,2,0,Middleweight,SUB  Rear Naked Choke,2,1:07,UFC on FOX: Diaz vs Miller,Karlos Vemola
5135,Jon Jones,Rashad Evans,0,0,105,45,1,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 145: Jones vs Evans,Jon Jones
5136,Rory MacDonald,Che Mills,0,0,47,6,2,0,0,0,Welterweight,KO/TKO  Punches,2,2:20,UFC 145: Jones vs Evans,Rory MacDonald
5137,Ben Rothwell,Brendan Schaub,1,0,8,9,0,0,0,0,Heavyweight,KO/TKO  Punch,1,1:10,UFC 145: Jones vs Evans,Ben Rothwell
5138,Michael McDonald,Miguel Torres,1,0,16,8,0,0,0,0,Bantamweight,KO/TKO  Punch,1,3:18,UFC 145: Jones vs Evans,Michael McDonald
5139,Eddie Yagin,Mark Hominick,2,0,84,110,0,0,0,0,Featherweight,S-DEC,3,5:00,UFC 145: Jones vs Evans,Eddie Yagin
5140,Mark Bocek,John Alessio,0,0,74,33,5,0,0,0,Lightweight,U-DEC,3,5:00,UFC 145: Jones vs Evans,Mark Bocek
5141,Travis Browne,Chad Griggs,0,0,4,0,1,0,1,0,Heavyweight,SUB  Arm Triangle,1,2:29,UFC 145: Jones vs Evans,Travis Browne
5142,Matt Brown,Stephen Thompson,0,0,36,67,5,0,1,0,Welterweight,U-DEC,3,5:00,UFC 145: Jones vs Evans,Matt Brown
5143,Anthony Njokuani,John Makdessi,0,0,73,39,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC 145: Jones vs Evans,Anthony Njokuani
5144,Mac Danzig,Efrain Escudero,0,0,67,56,1,0,0,1,Lightweight,U-DEC,3,5:00,UFC 145: Jones vs Evans,Mac Danzig
5145,Chris Clements,Keith Wisniewski,2,0,68,28,0,3,0,1,Welterweight,S-DEC,3,5:00,UFC 145: Jones vs Evans,Chris Clements
5146,Marcus Brimage,Maximo Blanco,0,0,24,18,0,0,0,0,Featherweight,S-DEC,3,5:00,UFC 145: Jones vs Evans,Marcus Brimage
5147,Alexander Gustafsson,Thiago Silva,1,0,76,38,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson
5148,Brian Stann,Alessio Sakara,1,0,18,7,0,0,0,0,Middleweight,KO/TKO  Punch,1,2:26,UFC on FUEL TV: Gustafsson vs Silva,Brian Stann
5149,Siyar Bahadurzada,Paulo Thiago,1,0,3,0,0,0,0,0,Welterweight,KO/TKO  Punch,1,0:42,UFC on FUEL TV: Gustafsson vs Silva,Siyar Bahadurzada
5150,Dennis Siver,Diego Nunes,0,0,68,49,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva,Dennis Siver
5151,John Maguire,DaMarques Johnson,0,0,6,15,3,0,1,1,Welterweight,SUB  Armbar,2,4:40,UFC on FUEL TV: Gustafsson vs Silva,John Maguire
5152,Brad Pickett,Damacio Page,1,0,36,23,4,1,1,1,Bantamweight,SUB  Rear Naked Choke,2,4:05,UFC on FUEL TV: Gustafsson vs Silva,Brad Pickett
5153,James Head,Papy Abedi,0,0,21,11,0,1,1,0,Welterweight,SUB  Rear Naked Choke,1,4:33,UFC on FUEL TV: Gustafsson vs Silva,James Head
5154,Cyrille Diabate,Tom DeBlass,0,0,48,1,2,2,0,1,Light Heavyweight,M-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva,Cyrille Diabate
5155,Francis Carmont,Magnus Cedenblad,0,0,28,11,2,0,1,1,Middleweight,SUB  Rear Naked Choke,2,1:42,UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont
5156,Reza Madadi,Yoislandy Izquierdo,0,0,1,36,3,0,1,0,Lightweight,SUB  Guillotine Choke,2,1:28,UFC on FUEL TV: Gustafsson vs Silva,Reza Madadi
5157,Simeon Thoresen,Besam Yousef,0,0,37,28,1,0,3,0,Welterweight,SUB  Rear Naked Choke,2,2:36,UFC on FUEL TV: Gustafsson vs Silva,Simeon Thoresen
5158,Jason Young,Eric Wisely,0,0,44,36,4,0,0,0,Featherweight,U-DEC,3,5:00,UFC on FUEL TV: Gustafsson vs Silva,Jason Young
5159,Martin Kampmann,Thiago Alves,0,0,47,62,1,2,1,0,Welterweight,SUB  Guillotine Choke,3,4:12,UFC on FX: Alves vs Kampmann,Martin Kampmann
5160,Joseph Benavidez,Yasuhiro Urushitani,1,0,18,8,1,0,1,0,Flyweight,KO/TKO  Punch,2,0:11,UFC on FX: Alves vs Kampmann,Joseph Benavidez
5161,Demetrious Johnson,Ian McCall,0,0,75,61,0,4,0,0,Flyweight,M-DEC,3,5:00,UFC on FX: Alves vs Kampmann,draw
5162,Constantinos Philippou,Court McGee,0,0,60,58,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC on FX: Alves vs Kampmann,Constantinos Philippou
5163,James Te Huna,Aaron Rosa,0,0,22,0,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1,2:08,UFC on FX: Alves vs Kampmann,James Te Huna
5164,Anthony Perosh,Nick Penner,0,0,25,5,2,0,0,0,Light Heavyweight,KO/TKO  Punches,1,4:59,UFC on FX: Alves vs Kampmann,Anthony Perosh
5165,Steven Siler,Cole Miller,0,0,81,72,1,1,1,0,Featherweight,U-DEC,3,5:00,UFC on FX: Alves vs Kampmann,Steven Siler
5166,Andrew Craig,Kyle Noke,0,0,36,36,1,3,0,1,Middleweight,U-DEC,3,5:00,UFC on FX: Alves vs Kampmann,Andrew Craig
5167,TJ Waldburger,Jake Hecht,0,0,3,2,1,0,1,0,Welterweight,SUB  Armbar,1,0:55,UFC on FX: Alves vs Kampmann,TJ Waldburger
5168,Daniel Pineda,Mackens Semerzier,1,0,14,9,0,0,2,0,Featherweight,SUB  Armbar,1,2:05,UFC on FX: Alves vs Kampmann,Daniel Pineda
5169,Shawn Jordan,Oli Thompson,0,0,64,29,0,0,0,1,Heavyweight,KO/TKO  Punches,2,3:53,UFC on FX: Alves vs Kampmann,Shawn Jordan
5170,Benson Henderson,Frankie Edgar,0,0,87,68,1,5,3,0,Lightweight,U-DEC,5,5:00,UFC 144: Edgar vs Henderson,Benson Henderson
5171,Ryan Bader,Quinton Jackson,0,0,55,16,4,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 144: Edgar vs Henderson,Ryan Bader
5172,Mark Hunt,Cheick Kongo,1,0,10,5,0,0,0,0,Heavyweight,KO/TKO  Punches,1,2:11,UFC 144: Edgar vs Henderson,Mark Hunt
5173,Jake Shields,Yoshihiro Akiyama,0,0,91,33,2,2,0,0,Welterweight,U-DEC,3,5:00,UFC 144: Edgar vs Henderson,Jake Shields
5174,Tim Boetsch,Yushin Okami,1,0,42,29,0,1,1,0,Middleweight,KO/TKO  Punches,3,0:54,UFC 144: Edgar vs Henderson,Tim Boetsch
5175,Hatsu Hioki,Bart Palaszewski,0,0,67,26,2,0,2,1,Featherweight,U-DEC,3,5:00,UFC 144: Edgar vs Henderson,Hatsu Hioki
5176,Anthony Pettis,Joe Lauzon,1,0,9,0,0,0,0,0,Lightweight,KO/TKO  Kick,1,1:21,UFC 144: Edgar vs Henderson,Anthony Pettis
5177,Takanori Gomi,Eiji Mitsuoka,0,1,48,32,0,1,0,1,Lightweight,KO/TKO  Punches,2,2:21,UFC 144: Edgar vs Henderson,Takanori Gomi
5178,Vaughan Lee,Norifumi Yamamoto,1,0,14,21,0,1,2,0,Bantamweight,SUB  Armbar,1,4:29,UFC 144: Edgar vs Henderson,Vaughan Lee
5179,Riki Fukuda,Steve Cantwell,0,0,124,47,3,1,0,1,Middleweight,U-DEC,3,5:00,UFC 144: Edgar vs Henderson,Riki Fukuda
5180,Chris Cariaso,Takeya Mizugaki,0,0,37,28,0,2,0,0,Bantamweight,U-DEC,3,5:00,UFC 144: Edgar vs Henderson,Chris Cariaso
5181,Issei Tamura,Zhang Tiequan,2,0,15,6,1,0,0,1,Featherweight,KO/TKO  Punch,2,0:32,UFC 144: Edgar vs Henderson,Issei Tamura
5182,Jake Ellenberger,Diego Sanchez,1,0,62,29,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FUEL TV: Sanchez vs Ellenberger,Jake Ellenberger
5183,Stefan Struve,Dave Herman,1,0,47,51,1,0,0,0,Heavyweight,KO/TKO  Punches,2,3:52,UFC on FUEL TV: Sanchez vs Ellenberger,Stefan Struve
5184,Ronny Markes,Aaron Simpson,0,1,62,55,2,0,0,0,Middleweight,S-DEC,3,5:00,UFC on FUEL TV: Sanchez vs Ellenberger,Ronny Markes
5185,Stipe Miocic,Philip De Fries,1,0,8,7,0,0,0,0,Heavyweight,KO/TKO  Punch,1,0:43,UFC on FUEL TV: Sanchez vs Ellenberger,Stipe Miocic
5186,TJ Dillashaw,Walel Watson,0,0,85,11,3,0,5,1,Bantamweight,U-DEC,3,5:00,UFC on FUEL TV: Sanchez vs Ellenberger,TJ Dillashaw
5187,Ivan Menjivar,John Albert,0,0,25,31,1,0,2,3,Bantamweight,SUB  Rear Naked Choke,1,3:45,UFC on FUEL TV: Sanchez vs Ellenberger,Ivan Menjivar
5188,Jonathan Brookins,Vagner Rocha,0,0,18,7,1,0,0,0,Featherweight,KO/TKO  Punches,1,1:32,UFC on FUEL TV: Sanchez vs Ellenberger,Jonathan Brookins
5189,Justin Salas,Anton Kuivanen,0,0,50,38,4,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Sanchez vs Ellenberger,Justin Salas
5190,Tim Means,Bernardo Magalhaes,0,0,83,28,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC on FUEL TV: Sanchez vs Ellenberger,Tim Means
5191,Carlos Condit,Nick Diaz,0,0,151,105,0,1,0,0,Welterweight,U-DEC,5,5:00,UFC 143: Diaz vs Condit,Carlos Condit
5192,Fabricio Werdum,Roy Nelson,0,0,91,26,0,0,0,1,Heavyweight,U-DEC,3,5:00,UFC 143: Diaz vs Condit,Fabricio Werdum
5193,Josh Koscheck,Mike Pierce,0,0,33,41,2,1,0,0,Welterweight,S-DEC,3,5:00,UFC 143: Diaz vs Condit,Josh Koscheck
5194,Renan Barao,Scott Jorgensen,0,0,104,73,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 143: Diaz vs Condit,Renan Barao
5195,Ed Herman,Clifford Starks,0,0,28,16,2,0,2,0,Middleweight,SUB  Rear Naked Choke,2,1:43,UFC 143: Diaz vs Condit,Ed Herman
5196,Dustin Poirier,Max Holloway,0,0,11,11,1,0,3,0,Featherweight,SUB  Triangle Armbar,1,3:23,UFC 143: Diaz vs Condit,Dustin Poirier
5197,Edwin Figueroa,Alex Caceres,1,0,41,55,0,1,0,7,Bantamweight,S-DEC,3,5:00,UFC 143: Diaz vs Condit,Edwin Figueroa
5198,Matt Brown,Chris Cope,1,0,48,20,1,0,0,0,Welterweight,KO/TKO  Punches,2,1:19,UFC 143: Diaz vs Condit,Matt Brown
5199,Matthew Riddle,Henry Martinez,0,0,74,67,2,0,0,0,Welterweight,S-DEC,3,5:00,UFC 143: Diaz vs Condit,Matthew Riddle
5200,Rafael Natal,Michael Kuiper,0,1,36,30,6,0,2,0,Middleweight,U-DEC,3,5:00,UFC 143: Diaz vs Condit,Rafael Natal
5201,Stephen Thompson,Dan Stittgen,1,0,22,8,0,0,0,0,Welterweight,KO/TKO  Kick,1,4:13,UFC 143: Diaz vs Condit,Stephen Thompson
5202,Rashad Evans,Phil Davis,0,0,62,51,3,2,0,0,Light Heavyweight,U-DEC,5,5:00,UFC on FOX: Evans vs Davis,Rashad Evans
5203,Chael Sonnen,Michael Bisping,0,0,40,30,4,1,0,0,Middleweight,U-DEC,3,5:00,UFC on FOX: Evans vs Davis,Chael Sonnen
5204,Chris Weidman,Demian Maia,0,0,58,51,4,0,0,0,Middleweight,U-DEC,3,5:00,UFC on FOX: Evans vs Davis,Chris Weidman
5205,Evan Dunham,Nik Lentz,0,0,68,39,2,2,1,0,Lightweight,KO/TKO,2,5:00,UFC on FOX: Evans vs Davis,Evan Dunham
5206,Mike Russow,Jon Olav Einemo,0,0,21,31,6,0,0,0,Heavyweight,U-DEC,3,5:00,UFC on FOX: Evans vs Davis,Mike Russow
5207,Cub Swanson,George Roop,1,0,43,35,2,0,0,0,Featherweight,KO/TKO  Punch,2,2:22,UFC on FOX: Evans vs Davis,Cub Swanson
5208,Charles Oliveira,Eric Wisely,0,0,6,2,1,0,2,0,Featherweight,SUB  Calf Slicer,1,1:43,UFC on FOX: Evans vs Davis,Charles Oliveira
5209,Michael Johnson,Shane Roller,0,0,64,56,1,1,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX: Evans vs Davis,Michael Johnson
5210,Lavar Johnson,Joey Beltran,1,0,65,22,0,0,0,0,Heavyweight,KO/TKO  Punches,1,4:24,UFC on FOX: Evans vs Davis,Lavar Johnson
5211,Chris Camozzi,Dustin Jacoby,0,0,44,30,0,0,2,0,Middleweight,SUB  Guillotine Choke,3,1:08,UFC on FOX: Evans vs Davis,Chris Camozzi
5212,Jim Miller,Melvin Guillard,0,0,4,16,1,0,1,0,Lightweight,SUB  Rear Naked Choke,1,3:04,UFC on FX: Guillard vs Miller,Jim Miller
5213,Josh Neer,Duane Ludwig,0,0,5,24,1,0,1,0,Welterweight,SUB  Guillotine Choke,1,3:04,UFC on FX: Guillard vs Miller,Josh Neer
5214,Mike Easton,Jared Papazian,0,0,85,68,1,0,0,0,Bantamweight,M-DEC,3,5:00,UFC on FX: Guillard vs Miller,Mike Easton
